Liczba,Tweet,Label,,,
3569,"W I kwartale 2019 r. szacunkowa liczba przekroczeń granicy Polski wyniosła 65,5 mln, z tego 39,2 mln (59,9%) dotyczyło cudzoziemców i 26,2 mln (40,1%) Polaków.     GUS statystyki granica cudzoziemcy   ",0.0,,,
3570,Polska należy do wiodących producentów rolnych w UE  Więcej informacji nt. PolskawUE w publikacji GUS    USOpole Rolnictwo statystyka,0.0,,,
3571,Mamy kolejny rekord w produkcji sprzedanej! Więcej informacji:    meble wartośćsprzedana furniture brstudio GUS rekord pełnazbiorowość,0.0,,,
3572,Przedstawiamy dane o produkcji ważniejszych wyrobów przemysłowych w Polsce w maju 2019 r.     GUS statystyki gospodarka publikacjeGUS przemysł,0.0,,,
3573,"Udostępniamy „Biuletyn Statystyczny” 05/2019, a w nim aktualne dane dot. życia społeczno-gospodarczego Polski.   BiuletynStatystyczny:    GUS statystyki Polska publikacjeGUS  ",0.0,,,
3574,"Stopa bezrobocia rejestrowanego w maju 2019 r. wyniosła 5,4% i była niższa niż w kwietniu 2019 r. (5,6%).  Więcej w „Biuletynie Statystycznym” 05/2019:    bezrobocie BezrobocieRejestrowane BiuletynStatystyczny GUS statystyki RynekPracy publikacjeGUS  ",0.0,,,
3575,"Stopa bezrobocia rejestrowanego w warmińskomazurskie w maju 2019 r. była niższa o 1,3 p.proc w porównaniu do maja 2018 r. Więcej w BiuletynStatystyczny 05/2019:     bezrobocie BezrobocieRejestrowane GUS statystyki RynekPracy Olsztyn  ",0.0,,,
3576," Chcesz wiedzieć, co działo się w polskiej gospodarce morskiej przez ostatnie 100 lat? DzieńMarynarza to doskonała okazja, aby przypomnieć okolicznościową publikację GUS na ten temat.     statystyki morze  DayoftheSeafarer marynarze  ",0.0,,,
3577,Dla uczestników konferencji Rządowej Rady Ludnościowej w Sejm.ie przygotowaliśmy wystawę prezentującą historię SpisPowszechny na ziemiach polskich.  GUS statystyki NSP2021 RRL,0.0,,,
3578,"Dyrektor Departamentu Badań Demograficznych GUS, p. Dorota Szałtys, przybliża uczestnikom konferencji Rządowej Rady Ludnościowej problematykę ludnościową w NSP2021.   statystyki SpisPowszechny RRL  ",0.0,,,
3579," Dziś obchodzimy ustanowiony przez   Dzień Marynarza. Z infografiki GUS dowiesz się, jak wiele osób studiuje w Polsce w wyższych szkołach morskich, w tym ilu cudzoziemców.  Więcej:     statystyki DayoftheSeafarer morze marynarze  ",0.0,,,
3580,O migracjach w kontekście zatrudnienia i ubezpieczenia społecznego na konferencji Rządowej Rady Ludnościowej opowiada Prezes ZUS - prof. dr hab. Gertruda Uścińska.  GUS statystyki migracje RRL,0.0,,,
3581,"   A może zamiast koncentrować się na historii 230 lat spisów ludności lepiej byłoby zastanowić się nad Big Data i nowymi technologiami, które mogą te spisy wyeliminować i dostarczyć znacznie lepszych, szybszych i głębszych danych? newtech fintech migracje GUS",-1.0,,,
3582,"ZielonaGoraSTAT W I kw. 2019 r. w woj. lubuskim udzielono 205,2 tys. noclegów w turystycznych obiektach noclegowych, w tym 26,2% turystom zagranicznym  turystyka GUS statystyki     ",0.0,,,
3583,"Sesja ""Migracje a sytuacja demograficzna Polski. Stan badań - diagnoza"" rozpoczyna dzisiejszą konferencję Rządowej Rady Ludnościowej w Sejm.      GUS statystyki RRL    ",0.0,,,
3584,Działamy z GUS na rzecz promocji statystyki SDGs,0.0,,,
3585,"Jak zmierzyć wkład przedsiębiorców w SDG Agenda2030? Przedstawiciele biznesu, świata nauki i statystyki wspólnie szukają odpowiedzi podczas warsztatów GUS i CSR Consulting. Odwiedź    ",0.0,,,
3586,Dziś w siedzibie  rozpoczęło się doroczne posiedzenie Komitetu ds. Statystyki i Polityki Statystycznej . Prezes GUS obok przedstawicieli 7 krajów należy do Biura Komitetu. Na agendzie   flagowy projekt OECD GoingDigital.,0.0,,,
3587,"Według wstępnych danych, w okresie styczeń-maj 2019 r. oddano do użytkowania 79,3 tys. mieszkań, tj. o 12,6% więcej niż w tym samym okresie ub. roku.       GUS statystyki mieszkania BudownictwoMieszkaniowe budownictwo domy  ",0.0,,,
3588,"W turystycznych obiektach noclegowych w I kwartale 2019 r. udzielono 16,8 mln noclegów (wzrost o 6,5% r/r), z czego 3,3 mln turystom zagranicznym.      GUS statystyki turystyka noclegi hotele BazaNoclegowa  ",0.0,,,
3589,"W maju 2019 r. produkcja budowlano-montażowa była wyższa o 9,6% w porównaniu z majem 2018 r. i o 5,3% wyższa w por. z kwietniem br.     GUS statystyki gospodarka produkcja budownictwo  ",0.0,,,
3590,"W 2018 r. w ambulatoryjnej opiece zdrowotnej udzielono 322,6 mln porad (o 0,8% więcej r/r), w tym 288,2 mln lekarskich i 34,4 mln stomatologicznych.      GUS statystyki zdrowie OpiekaZdrowotna  przychodnie  ",0.0,,,
3591,"Sprzedaż detaliczna w cenach stałych w maju 2019 r. była wyższa niż przed rokiem o 5,6% i o 3,5% mniejsza w porównaniu z kwietniem 2019 r.     DynamikaCen SprzedażDetaliczna GUS statystyki  ",0.0,,,
3592,Produkcja sprzedana przemysłu meblarskiego w maju 2019 r.    meble furniture ceny dynamika brstudio GUS analiza,0.0,,,
3593,Nagrodę specjalną Prezesa GUS za najlepszy prototyp aplikacji wykorzystującej OtwarteDaneudostępniane przez API BDL otrzymał Zespół GO. Gratulujemy!    BankDanychLokalnychstatystyki ,1.0,,,
3594,Warzywa coraz droższe. Ma to odzwierciedlenie w cenach cateringów dietetycznych gus foodcost zywnosc dieta,0.0,,,
3595,przemysł Dr Małgorzata Starczewska-Krzysztoszek z Towarzystwa Ekonomistów Polskich: na 34 działy przemysłu 27 odnotowało wzrost produkcji sprzedanej   GUS produkcjaprzemysłowa gospodarka,0.0,,,
3596,Już 25 czerwca w czasie konferencji w Sejm.ie GUS udostępni wystawę poświęconą spisom powszechnym.,0.0,,,
3597,"Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI) w czerwcu 2019 r. wynosi 101,9 i kształtuje się na poziomie zbliżonym do notowanego w maju 2019 r. i niższym niż przed rokiem.  Więcej o KoniunkturaGospodarcza:    statystyki koniunktura  ",0.0,,,
3598,przemysł Analitycy PKO BP: Liderzy wzrostu produkcji przemysłowej w maju to branże o istotnym udziale sprzedaży eksportowej   eksport GUS produkcjaprzemysłowa,0.0,,,
3599,"1 306 122 słuchaczy zgromadziły w ub. roku polskie filharmonie (wzrost o 6,2% r/r).  GUS statystyki ŚwiętoMuzyki muzyka filharmonia kultura    ",0.0,,,
3600,"gospodarka Wzrosła produkcja przemysłowa i to mocno, ale to najniższy miesięczny wzrost w tym roku   GUS",0.0,,,
3601,"Dziś ŚwiętoMuzyki. Czy wiesz, że w 2018 r. w 24 polskich filharmoniach odbyło się 3367 koncertów?  GUS statystyki kultura muzyka filharmonia  ",0.0,,,
3602,RYNEK PRACY ℹDane o zatrudnieniu i wynagrodzeniu   ekspert GUS wynagrodzenie zatrudnienie rynekpracy praca,0.0,,,
3603,"W maju 2019 r. produkcja sprzedana przemysłu była wyższa o 7,7% r/r. W porównaniu z kwietniem br. pozostała na tym samym poziomie.      GUS statystyki przemysł produkcja DynamikaProdukcji  ",0.0,,,
3604,"W maju 2019 ceny skupu podstawowych produktów rolnych pozostały bez zmian w porównaniu z kwietniem 2019. W stosunku do maja ub. roku były wyższe średnio o 10,9%.     GUS statystyki CenySkupu Rolnictwo ogrodnictwo  ",0.0,,,
3605,"budownictwo W maju ceny produkcji budowlano-montażowej były wyższe o 0,3 proc. wobec kwietnia br. i o  3,7 proc. wyższe wobec maja 2018 r. - podaje GUS   ceny produkcja",0.0,,,
3606,Wszystkich zainteresowanych kondycją polskiego przemysłu zachęcamy do lektury „Nakłady i wyniki przemysłu – I kwartał 2019 r.”.     GUS statystyki przemysł gospodarka publikacjeGUS,0.0,,,
3607,"Wartość aktywów ogółem zgromadzonych przez FunduszeInwestycyjne na koniec grudnia 2018 r. wyniosła 312,5 mld zł (spadek o 0,5% r/r).     GUS statystyki aktywa TFI  ",0.0,,,
3608,"Do soboty 22.06. trwa  OtwarteDane. Jego uczestnikom pomagają mentorzy z GUS - Szczepan Marchewka, współtwórca API do BDL, oraz Marzena Szpadel z , specjalistka od BankDanychLokalnych eksperciGUS  ",0.0,,,
3609,Działamy z GUS na rzecz promocji statystyki SDGs,0.0,,,
3610,Ponad 5 tys. zł. Wynagrodzenia w przedsiębiorstwach rosną   Wynagrodzenia GUS PrzeciętneWynagrodzenie,0.0,,,
3611,"Dzisiejsze dane GUS z rynekpracy w skrócie: płace powyżej oczekiwań w górę, a zatrudnienie hamuje w wyniku ograniczeń podażowych.   Więcej ode mnie pod linkiem:   ",0.0,,,
3612,"25 czerwca br. w Sejm odbędzie się konferencja Rządowej Rady Ludnościowej „Migracje a sytuacja demograficzna Polski”, udział w dyskusji wezmą również eksperci z GUS.  Więcej informacji:     statystyki demografia ludność  ",0.0,,,
3613,Do 21.06. trwa Europejski Tydzień Zrównoważonej Energii. Zapewnienie dostępu do zrównoważonej i nowoczesnej energii po przystępnej cenie to jeden z celów SDG Agenda2030.  Więcej:    Statystyki GUS OZE energia EUSEW19 ZrównoważonyRozwój,0.0,,,
3614,"W czerwcu 2019 r. bieżący wskaźnik ufności konsumenckiej (BWUK) osiągnął wartość 9,6 (wzrost o 1,3 p. proc. m/m i 3,5 p. proc. r/r).  Więcej:    GUS statystyki KoniunkturaKonsumencka NastrojeKonsumentów koniunktura  ",0.0,,,
3615,"W maju 2019 r. przeciętne zatrudnienie w sektorze przedsiębiorstw wyniosło 6380,2 tys. (wzrost o 2,7% r/r).  Więcej:    GUS statystyki gospodarka przedsiębiorstwa praca RynekPracy  ",0.0,,,
3616,"Przeciętne miesięczne wynagrodzenie (brutto) w sektorze przedsiębiorstw w maju 2019 r. wyniosło 5 057,82 zł (wzrost o 7,7% r/r).  Więcej:    GUS statystyki gospodarka przedsiębiorstwa praca wynagrodzenia RynekPracy  ",0.0,,,
3617,Rozstrzygnęliśmy konkurs na najlepszy prototyp aplikacji webowej kodujwebapp. Na podium znaleźli się:  1. Data Boys z aplikacją Quiz fighters 2. Łącznościowcy z aplikacją STATYLIADA  3. Touchstat z aplikacją o tej samej nazwie  GUS statystyki,0.0,,,
3618,Stanowisko rzecznikMŚP  ws. doniesień medialnych o zamknięciach przedsiębiorstw z sektora handlu detalicznego. Po analizie i weryfikacji danych GUS statystyki prezentują się inaczej.,0.0,,,
3619,"Jutro, punktualnie o 9:30, jury konkursu dla uczniów na najlepszy prototyp aplikacji webowej rozpocznie obrady. Które 3 aplikacje zdobędą największe uznanie, dowiesz się niebawem.       GUS statystyki uczeń szkoła młodzież  kodujwebapp  ",0.0,,,
3620,"Chcesz studiować w centralnej Polsce? Zachęcamy do nauki na Uniwersytecie Łódzkim  - jednej z 4 polskich uczelni, które przyznają tytuł European Master in Official Statistics.  Więcej o EMOS:    GUS Statystyki   studia  ",0.0,,,
3621,"Prezes GUS przyzna nagrodę specjalną tym uczestnikom , którzy przygotują najlepszy prototyp aplikacji wykorzystującej OtwarteDane udostępniane przez API BDL.     BankDanychLokalnych statystyki   ",0.0,,,
3622,"Póki fani gier komputerowych szaleją na punkcie Cyberpunk2077 przedstawiamy badanie GUS ""Jak Polacy korzystają z Internetu?""      KeanuReeves E3 CDProjektRED gry komputer statystyki GUS Lublin  ",0.0,,,
3623,"W 2018 r. odnotowano wzrost (r/r) przewozów ładunków wszystkimi rodzajami transportu, poza śródlądowym transportem wodnym.  Więcej:    GUS statystyki przewozy transport logistyka  ",0.0,,,
3624,W latach 2007-2017 energochłonność finalna PKB obniżała się o 2% rocznie. Najszybsze tempo poprawy efektywności energetycznej odnotowano w przemyśle.  Więcej:    energia statystyki GUS środowisko przemysł gospodarka,0.0,,,
3625,"W roku akademickim 2018/2019 na studiach stacjonarnych kształciło się 809,3 tys. student.ów, na studiach niestacjonarnych natomiast 421,0 tys. Kobiety stanowiły 58,0% studiujących.  Więcej:    GUS statystyki edukacja SzkolnictwoWyższe uczelnie studia  ",0.0,,,
3626,"W końcu 2018 r. liczba osób pracujących w gospodarce narodowej wyniosła 16,0 mln osób (dane wstępne). W stosunku do 2017 r. oznacza to wzrost o 2,0%.     RynekPracy GUS statystyki praca zatrudnienie gospodarka  ",0.0,,,
3627,Drożeje w Polsce żywność i to przykuwa uwagę ludzi i mediów. Znacznie ciekawsze i ważniejsze dla gospodarki są drożejące usługi.    Ceny usług lekarskich rosną najszybciej w tej dekadzie i prawie najszybciej w tym stuleciu. ceny CPI GUS  Więcej:,0.0,,,
3628,"5186,12 zł brutto – tyle wyniosło przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw. Jest o 7,1% wyższe niż rok temu GUS     ",0.0,,,
3629,"Dziś  rozpoczęło hackathon OtwarteDane, w którym Prezes GUS przyzna dodatkową nagrodę za najlepszą aplikację wykorzystującą dane z Banku Danych Lokalnych przez API. Trzymamy kciuki za uczestników!!  wydarzeniaGUS BDL",0.0,,,
3630,"W województwie KujawskoPomorskie na koniec grudnia 2018 r. były 33 zakłady lecznictwa uzdrowiskowego, w których stacjonarnie leczyło się 148,5 tys. kuracjuszy.   Więcej w informacji sygnalnej GUS:    ",0.0,,,
3631,"W I kw. 2019 r. oddano do użytkowania 47 425 mieszkań, tj. o 2 791 (6,3%) więcej r/r. Więcej o budownictwie mieszkaniowym i niemieszkalnym:    GUS statystyki mieszkania BudownictwoMieszkaniowe BudownictwoNiemieszkaniowe budownictwo domy  ",0.0,,,
3632,"W 2018 r. zakłady lecznictwa uzdrowiskowego przyjęły 838,5 tys. kuracjuszy (więcej o 3,8% r/r), w 2017 r. w tych placówkach przebywało 808,1 tys. osób.  Więcej:    GUS statystyki zdrowie OpiekaZdrowotna uzdrowisko DomZdrojowy rehabilitacja   ",0.0,,,
3633,"W maju 2019 r. ceny towarów i usług konsumpcyjnych w porównaniu z majem 2018 r. wzrosły o 2,4% (wskaźnik cen 102,4).   Więcej:    GUS CPI WskaźnikCen statystyki inflacja  ",0.0,,,
3634,"Pod względem odnawialnych zasobów słodkiej wody Polska zajmuje wśród  wszystkich państw Unii Europejskiej 3 miejsce od końca. Gorzej jest tylko w Czechach, na Cyprze i Malcie. Takie dane przynosi GUS w raporcie „Polska w Unii Europejskiej. Portret statystyczny”.",0.0,,,
3635,Przeciętny Polak „wyprodukował” w r. 2016 ponad 148 kg odpadów  opakowaniowych. To o ponad 20 kg mniej aniżeli wynosiła w tym czasie „średnia unijna”. A ile z nich trafiło do recyklingu? Odpowiedź na to przynosi raport GUS „Polska w Unii  Europejskiej. Portret statystyczny.,0.0,,,
3636,Z okazji Światowego Dnia Krwiodawcy wszystkim dawcom krwi – nie tylko tym honorowym - składamy najlepsze życzenia. Wasza ofiarność jest bezcenna dla ludzkiego życia i zdrowia.   GUS statystyki krew krwiodawstwo dawcakrwi KrewAktywni,1.0,,,
3637,Dyskusje w małych grupach nt. popularyzacji statystyki pozwoliły uczestnikom DissComm2019 na wymianę doświadczeń i pomysłów na przyszłość.  GUS,0.0,,,
3638,O rebrandingu polskiej statystyki publicznej i wyzwaniach z tym związanych opowiadała gościom DissComm2019 Karolina Dawidziuk  - rzecznik prasowy Prezesa GUS.,0.0,,,
3639,Wystąpienie eksperta od komunikacji - Adama Ryszewskiego z Gdansk - uświetniło 2. dzień warsztatów DissComm2019.  GUS statystyki,0.0,,,
3640,GUS pokazał dane o recykling.u w Polsce i w krajach Unii Europejskiej odpady,0.0,,,
3641,USRzeszów zachęca do zapoznania z najnowszym opracowaniem GUS podkarpackie statystyki,0.0,,,
3642,"15. rocznica wejścia Polski do Unii Europejskiej to okazja do sprawdzenia, jak Polska i UE zmieniły się od 2004 r. Zobaczcie, jak wygląda „Polska w Unii Europejskiej. Portret statystyczny”:    GUS statystyki 15latwUE integracjaeuropejska  ",0.0,,,
3643,Dlaczego cudzoziemcy odwiedzają Polskę? Informacje znajdziesz w infografice USRzeszów   GUS podkarpackie podróże,0.0,,,
3644,Prezes GUS otworzył warsztaty UNECE DISSCOMM poświęcone komunikacji i udostępnianiu. Przez 3 dni ponad 80 osób z całego świata będzie dyskutowało o roli i sposobach komunikowania statystyk.  statystyki,0.0,,,
3645,Dziś podczas XXVIII Konferencji Naukowej „Nauczanie statystyki i ekonometrii w dobie DataScience” Rektor  Prof. dr hab. Antoni Różalski podpisał z Prezesem GUS porozumienie ws. uruchomienia kierunku The European Master in Official Statistics (EMOS). statystyki,0.0,,,
3646,"W 2018 r. w warmińskomazurskie wskaźnik dostępności do świadczeń medycznych udzielanych przez zespoły ratownictwa medycznego (liczba zespołów na 100 tys. ludności) był najwyższy w kraju (5,5).   statystyki GUS Olsztyn zdrowie ratownictwo  ",0.0,,,
3647,"Dane GUS nt. handlu zagranicznego PL znów pozytywnie zaskakują  Tak dobry wynik naszego eksportu udało się osiągnąć pomimo spowolnienia w europejskim przemyśle, osłabienia popytu poza strefą euro, popytu wewn. w  Eurolandzie – min.  Więcej    ",0.0,,,
3648,W GUS odbyło się spotkanie z ekspertami    oraz Instytutu Ekonomiki Rolnictwa i Gospodarki Żywnościowej dot. metodyki wyliczania dochodu z 1 ha przeliczeniowego.  Statystyki wydarzeniaGUS rolnictwo,0.0,,,
3649,"ZielonaGoraSTAT W końcu marca 2019 r. na 1 ofertę pracy w woj. lubuskim przypadało 6 osób bezrobotnych, wobec 7 osób w marcu 2018 r. RynekPracy statystyki GUS województwa     ",0.0,,,
3650,"Obroty towarowe handlu zagranicznego od stycznia do kwietnia  2019 r. wyniosły w cenach bieżących 325,0 mld zł w eksporcie (wzrost o 7,4% r/r) oraz 325,7 mld zł w imporcie (wzrost o 5,6% r/r).  Więcej:    GUS statystyki HandelZagraniczny import eksport  ",0.0,,,
3651,"ZielonaGoraSTAT Informacje o podmiotach gospodarki narodowej w gminach i powiatach woj. lubuskie.go    ""Miesięczna informacja o podmiotach gospodarki narodowej w rejestrze REGON maj 2019""  REGON PodmiotyGospodarcze statystyki GUS  ",0.0,,,
3652,"Opublikowaliśmy „Sytuację społeczno-gospodarczą województw Nr 1/2019”   w której znajdziecie szereg informacji, w tym o rynku pracy, produkcji przemysłu i budownictwie w przekrojach wojewódzkich.  GUS statystyki publikacjeGUS województwa Polska  ",0.0,,,
3653,można wiedzieć skąd pochodzą takie dane?  zgodnie z danymi  Mały Rocznik Statystyczny Polski 2018 zarejestrowanych motocykli w 2017 roku było 1427 tys. sztuk GUS,0.0,,,
3654,"W końcu I kw. 2019 r. liczba wolnych miejsc pracy w jednostkach zatrudniających co najmniej 1 os. wynosiła 142,5 tys. i była mniejsza o 10 tys. (tj. 6,5%) niż w tym samym okresie ub. roku.     GUS statystyki praca RynekPracy  ",0.0,,,
3655,"GUS podaje, że w ubiegłym roku zespoły ratownictwa medycznego udzieliły świadczeń zdrowotnych w miejscu zdarzenia prawie 3,2 mln osób  ",0.0,,,
3656,"Na koniec 2018 r. we Wrocławiu mieszkało 640,6 tys. osób, które stanowiły 22% ogółu ludności województwa dolnośląskiego. Szukasz danych demograficznych? Skorzystaj z bazy GUS Demografia:   ludność Wrocław  ",0.0,,,
3657,"W tak upalny dzień jak dziś należy uważać na swoje zdrowie, na szczęście możemy liczyć na pomoc ratowników medycznych KujawskoPomorskie  Więcej w informacji sygnalnej GUS:    ",0.0,,,
3658,ZielonaGoraSTAT W woj. lubuskim  w 2018 r. na 100 tys. ludności przypadało średnio 5 zespołów ratownictwa medycznego  lubuskie ratownictwomedyczne zdrowie statystyki GUS,0.0,,,
3659,"W 2018 r. personel medyczny zespołów ratownictwa medycznego liczył 13,8 tys. osób. W tej grupie ratownicy medyczni stanowili 73,8% (więcej o 2,9 p.proc. r/r).  Więcej:    RatownictwoMedyczne GUS statystyki ratownictwo karetki   ",0.0,,,
3660,"Najwięcej ziemniaków w skupie w 2017 r. w województwach wielkopolskie, pomorskie i podlaskie   Więcej nt. cen i skupu w publikacji GUS:         rolnictwo ziemniaki skup lubelskie Lublin  ",0.0,,,
3661,"Czy wiesz, że w 2018 r. PKB na 1 mieszkańca w cenach bieżących był wyższy o 17 553 zł niż w 2010 r.?   Więcej o demografii i gospodarce w „Polska w liczbach 2019 r.”:    GUS statystyki RachunkiNarodowe PolskaWLiczbach  ",0.0,,,
3662,"Zapraszamy do lektury publikacji „Skup i ceny produktów rolnych w 2018 r.” zawierającej dane opisujące poziom skupu i cen produktów rolnych w 2018 r., w tym ceny uzyskiwane przez rolników na targowiskach.  Więcej:    GUS statystyki ProduktyRolne  ",0.0,,,
3663,"     O tym, jak liczymy wskaźnik CPI, można przeczytać w artykule przygotowanym przez ekonomistów z  i GUS.  ",0.0,,,
3664,Według danych GUS tegoroczne zbiory zbóż mają być niższe o 14 proc. w porównaniu do ubiegłego roku. To również wynik ekstremalnych temperatur.,0.0,,,
3665,"ZielonaGoraSTAT W 2018 r. woj. lubuskie znalazło się w czołówce województw, w których na 1 instytucję kultury typu centra kultury, domy i ośrodki kultury oraz kluby i świetlice, przypadła największa liczba zorganizowanych imprez statystyki GUS kultura    ",0.0,,,
3666,"W finale Europejskiego Konkursu Statystycznego uznanie jury zdobyła też polska drużyna KUFLOWE. Ostatecznie zajęli 4. miejsce w kategorii wiekowej 16-18 lat. Spójrz, co zaprezentowali oceniającym:     EKS ESC GUS wydarzeniaGUS statystyki",0.0,,,
3667,"  ogłosił właśnie wyniki Europejskiego Konkursu Statystycznego. W kat. wiekowej 14-16 lat 3. miejsce zdobyła drużyna MAKAO z Polski. Czym urzekli oceniających, zobaczysz na krótkim filmie.     EKS ESC GUS wydarzeniaGUS statystyki",0.0,,,
3668,Polska liderem programu EMOS! Aż 4 polskie uczelnie mogą już nadawać tytuł European Master in Official Statistics.     GUS statystyki  studia,0.0,,,
3669,"W 2018 r. działało 945 muzeów i oddziałów muzealnych (o 0,4% mniej niż w 2017 r.), które odwiedzono 38,1 mln razy (o 1,7% więcej niż w 2017 r.), w tym 15 mln razy bezpłatnie.  Więcej:    GUS statystyki muzeum kultura sztuka  ",0.0,,,
3670,"Ceny rosną niemal najszybciej od 2013 roku. Ekonomiści zaskoczeni, bo... spodziewali się jeszcze wyższej inflacji. GUS inflacja 4czerwca 30latWolności    ",0.0,,,
3671,Publikacja „Rachunki kwartalne produktu krajowego brutto w latach 2014-2018” jest już dostępna:   Oprócz tablic w publikacji znajdziecie również opis rozwiązań metodycznych i podstawowych źródeł danych.  GUS statystyki RachunkiNarodowe PKB,0.0,,,
3672,"5186,12 zł brutto – tyle wyniosło przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw. Jest o 7,1% wyższe niż rok temu GUS     ",0.0,,,
3673,"Chcesz studiować na południu Polski? Zachęcamy do nauki na  - jednej z 4 polskich uczelni, które przyznają tytuł European Master in Official Statistics.  Więcej o EMOS:    GUS Statystyki   studia  ",0.0,,,
3674,"Wg szybkiego szacunku ceny towarów i usług konsumpcyjnych w maju 2019 r. w porównaniu z majem 2018 r. wzrosły o 2,3% (wskaźnik cen 102,3).  Więcej:    GUS CPI WskaźnikCen statystyki inflacja  ",0.0,,,
3675,"5186,12 zł brutto – tyle wyniosło przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw. Jest o 7,1% wyższe niż rok temu GUS     ",0.0,,,
3676,"Projekt European Master in Official Statistics, realizowany pod patronatem  to odpowiedź na zapotrzebowanie rynku pracy na profesjonalne kadry statystyki.  Więcej o EMOS:    GUS  ",0.0,,,
3677,"""Data science a statystyka publiczna"" to temat wykładu, który Prezes GUS wygłosił w  z okazji dołączenia tej uczelni do grona ośrodków akademickich przyznających tytuł EMOS.  statystyki DataScience Wrocław   ",0.0,,,
3678,Nawet nieprzychylni  ekonomiści mówią o przełomowych danych gospodarczych - analizuje europoseł .  Co nowego w gospodarce?  gospodarka PKB GUS,0.0,,,
3679,"Honorowe odznaki Za Zasługi Dla Statystyki Polskiej, otrzymali dziś z rąk Prezesa GUS w , prof. dr hab. Stanisława Bartosiewicz, dr hab. Zofia Rusnak, prof. dr hab. Walenty Ostasiewicz.   ",0.0,,,
3680,Dziś w siedzibie Uniwersytetu Ekonomicznego we Wrocławiu przedstawiciele  GUS i  podpisali porozumienie dot. przyznawania przez uczelnię tytułu European Master in Official Statistics.  statystyki EMOS Wrocław,0.0,,,
3681,"Wykład otwarty Prezesa GUS, dra Dominika Rozkruta na  „Data science a statystyka publiczna”.  ",0.0,,,
3682,"Prezes GUS, dr Dominik Rozkrut wręcza na  honorowe odznaczenia za zasługi dla statystyki RP.  ",0.0,,,
3683,Dziś ŚwiatowyDzieńRoweru. W 2017 r. województwo KujawskoPomorskie zajmowało 3 lokatę w rankingu województw pod względem długości ścieżek rowerowych w przeliczeniu na 10 tys. ludności GUS rower,0.0,,,
3684,Udostępniliśmy folder „Polska w liczbach 2019” zawierający dane o sytuacji społeczno-gospodarczej Polski w 2018 r. i w latach poprzednich oraz wybrane dane dla krajów UE w 2018 r.  Więcej:     GUS statystyki demografia edukacja gospodarka RynekPracy,0.0,,,
3685,"Historyczne dane GUS o dzietności w Polsce pokazują, że od trzech dekad liczba urodzeń jest na poziomie, który w żadnym stopniu nie gwarantuje prostej zastępowalności pokoleń.",0.0,,,
3686,"Polityka prorodzinna ""państwa PIS""  W ostatnim roku liczba żłobków i klubów dziecięcych w POLSCE wzrosła aż o 21% !!  DobraZmiana GUS  ",-1.0,,,
3687,"Jak informuje GUS wiosną lokalnie zanotowano uszkodzenia przymrozkowe w sadach czereśniowych, a także na niektórych plantacjach wiśni, śliw, moreli, brzoskwiń, porzeczek oraz malin.   ",0.0,,,
3688,Uczestnikom  będzie pomagał też Szczepan Marchewka z Centrum Informatyki Statyst. GUS - ekspert statystyki publicznej odpowiedzialny za rozwiązania technolog.-aplikacyjne BankDanychLokalnych oraz współtwórca API do BDL.,0.0,,,
3689,Do grona mentorów  OtwarteDane dołaczyła p. Marzena Szpadel z . Ekspertka statystyki publicznej z zakresu BankDanychLokalnych.      BDL GUS,0.0,,,
3690,Działamy z GUS na rzecz promocji statystyki SDGs,0.0,,,
3691,Prezes GUS podczas Krajowego Forum Interesariuszy Agendy 2030 w  przedstawia działania polskiej statystyki dla pomiaru SDGs.  SDG ZrównoważonyRozwój CeleZrównoważonegoRozwoju Agenda2030,0.0,,,
3692,"DzieńDziecka to wspaniały dzień, w którym życzymy małym, średnim i dorosłym dzieciom przyjemnych przeżyć, miłej zabawy i uśmiechniętych wspomnień. Wszystkiego najlepszego dla wszystkich dzieci!  Więcej:    GUS statystyki dziecko dzieci  ",1.0,,,
3693,"31 maja obchodzimy Światowy Dzień Bez Papierosa. Czy wiesz, że w 2017 r. odnotowaliśmy niższą liczbę wypalanych papierosów na 1 mieszkańca (1345 szt.) niż w 2016 r. (1893 szt.) i 2015 r. (1466 szt.)?  GUS statystyki zdrowie  tytoń palenie niepal   ",0.0,,,
3694,Komentarz minister finansów prof. Teresy Czerwińska do danych GUS o PKB.,0.0,,,
3695,"ZielonaGoraSTAT W woj. lubuskim przeciętne miesięczne wydatki oraz dochód rozporządzalny na 1 osobę w GospodarstwaDomowe były niższe niż średnio w kraju odpowiednio o 3,6% i o 1,7% GUS statystyki     ",0.0,,,
3696,"Wg wstępnych szacunków, produkt krajowy brutto (PKB) niewyrównany sezonowo w I kwartale 2019 r. był realnie wyższy o 4,7% r/r.     Więcej:       GUS statystyki RachunkiNarodowe  ",0.0,,,
3697,W pierwszym kwartale 2019 r. wzrost cen towarów i usług konsumpcyjnych odnotowano we wszystkich województwach.   Więcej:     GUS statystyki CPI WskaźnikCen inflacja,0.0,,,
